
---------- Begin Simulation Statistics ----------
final_tick                                   69207000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset)
host_inst_rate                                  93768                       # Simulator instruction rate (inst/s)
host_mem_usage                                 641244                       # Number of bytes of host memory used
host_op_rate                                   171272                       # Simulator op (including micro ops) rate (op/s)
host_seconds                                     0.53                       # Real time elapsed on the host
host_tick_rate                              129369606                       # Simulator tick rate (ticks/s)
sim_freq                                 1000000000000                       # Frequency of simulated ticks
sim_insts                                       50138                       # Number of instructions simulated
sim_ops                                         91614                       # Number of ops (including micro ops) simulated
sim_seconds                                  0.000069                       # Number of seconds simulated
sim_ticks                                    69207000                       # Number of ticks simulated
system.cpu.cc_regfile_reads                     53592                       # number of cc regfile reads
system.cpu.cc_regfile_writes                    40907                       # number of cc regfile writes
system.cpu.committedInsts                       50138                       # Number of Instructions Simulated
system.cpu.committedOps                         91614                       # Number of Ops (including micro ops) Simulated
system.cpu.cpi                               1.380350                       # CPI: Cycles Per Instruction
system.cpu.cpi_total                         1.380350                       # CPI: Total CPI of All Threads
system.cpu.fp_regfile_reads                      1737                       # number of floating regfile reads
system.cpu.fp_regfile_writes                      805                       # number of floating regfile writes
system.cpu.idleCycles                           22215                       # Total number of cycles that the CPU has spent unscheduled due to idling
system.cpu.iew.branchMispredicts                  677                       # Number of branch mispredicts detected at execute
system.cpu.iew.exec_branches                    10861                       # Number of branches executed
system.cpu.iew.exec_nop                             0                       # number of nop insts executed
system.cpu.iew.exec_rate                     1.465698                       # Inst execution rate
system.cpu.iew.exec_refs                         5138                       # number of memory reference insts executed
system.cpu.iew.exec_stores                       2123                       # Number of stores executed
system.cpu.iew.exec_swp                             0                       # number of swp insts executed
system.cpu.iew.iewBlockCycles                    2131                       # Number of cycles IEW is blocking
system.cpu.iew.iewDispLoadInsts                  3402                       # Number of dispatched load instructions
system.cpu.iew.iewDispNonSpecInsts                  0                       # Number of dispatched non-speculative instructions
system.cpu.iew.iewDispSquashedInsts                80                       # Number of squashed instructions skipped by dispatch
system.cpu.iew.iewDispStoreInsts                 2573                       # Number of dispatched store instructions
system.cpu.iew.iewDispatchedInsts              105873                       # Number of instructions dispatched to IQ
system.cpu.iew.iewExecLoadInsts                  3015                       # Number of load instructions executed
system.cpu.iew.iewExecSquashedInsts               916                       # Number of squashed instructions skipped in execute
system.cpu.iew.iewExecutedInsts                101438                       # Number of executed instructions
system.cpu.iew.iewIQFullEvents                     13                       # Number of times the IQ has become full, causing a stall
system.cpu.iew.iewIdleCycles                        0                       # Number of cycles IEW is idle
system.cpu.iew.iewLSQFullEvents                   676                       # Number of times the LSQ has become full, causing a stall
system.cpu.iew.iewSquashCycles                    589                       # Number of cycles IEW is squashing
system.cpu.iew.iewUnblockCycles                   693                       # Number of cycles IEW is unblocking
system.cpu.iew.memOrderViolationEvents             13                       # Number of memory order violations
system.cpu.iew.predictedNotTakenIncorrect          593                       # Number of branches that were predicted not taken incorrectly
system.cpu.iew.predictedTakenIncorrect             84                       # Number of branches that were predicted taken incorrectly
system.cpu.iew.wb_consumers                    142971                       # num instructions consuming a value
system.cpu.iew.wb_count                        100651                       # cumulative count of insts written-back
system.cpu.iew.wb_fanout                     0.589168                       # average fanout of values written-back
system.cpu.iew.wb_producers                     84234                       # num instructions producing a value
system.cpu.iew.wb_rate                       1.454326                       # insts written-back per cycle
system.cpu.iew.wb_sent                         100927                       # cumulative count of insts sent to commit
system.cpu.int_regfile_reads                   134851                       # number of integer regfile reads
system.cpu.int_regfile_writes                   86543                       # number of integer regfile writes
system.cpu.ipc                               0.724454                       # IPC: Instructions Per Cycle
system.cpu.ipc_total                         0.724454                       # IPC: Total IPC of All Threads
system.cpu.iq.FU_type_0::SimdSha1Hash2              0      0.00%     94.74% # Type of FU issued
system.cpu.iq.FU_type_0::SimdSha256Hash             0      0.00%     94.74% # Type of FU issued
system.cpu.iq.FU_type_0::SimdSha256Hash2            0      0.00%     94.74% # Type of FU issued
system.cpu.iq.FU_type_0::SimdShaSigma2              0      0.00%     94.74% # Type of FU issued
system.cpu.iq.FU_type_0::SimdShaSigma3              0      0.00%     94.74% # Type of FU issued
system.cpu.iq.FU_type_0::SimdPredAlu                0      0.00%     94.74% # Type of FU issued
system.cpu.iq.FU_type_0::MemRead                 3079      3.01%     97.75% # Type of FU issued
system.cpu.iq.FU_type_0::MemWrite                1654      1.62%     99.37% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMemRead             105      0.10%     99.47% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMemWrite            544      0.53%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::IprAccess                  0      0.00%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::InstPrefetch               0      0.00%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::total                 102360                       # Type of FU issued
system.cpu.iq.fp_alu_accesses                    1507                       # Number of floating point alu accesses
system.cpu.iq.fp_inst_queue_reads                2965                       # Number of floating instruction queue reads
system.cpu.iq.fp_inst_queue_wakeup_accesses         1413                       # Number of floating instruction queue wakeup accesses
system.cpu.iq.fp_inst_queue_writes               1737                       # Number of floating instruction queue writes
system.cpu.iq.fu_busy_cnt                         444                       # FU busy when requested
system.cpu.iq.fu_busy_rate                   0.004338                       # FU busy rate (busy events/executed inst)
system.cpu.iq.fu_full::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available
system.cpu.iq.fu_full::IntAlu                     343     77.25%     77.25% # attempts to use FU when none available
system.cpu.iq.fu_full::IntMult                      0      0.00%     77.25% # attempts to use FU when none available
system.cpu.iq.fu_full::IntDiv                       0      0.00%     77.25% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatAdd                     0      0.00%     77.25% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatCmp                     0      0.00%     77.25% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatCvt                     0      0.00%     77.25% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMult                    0      0.00%     77.25% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMultAcc                 0      0.00%     77.25% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatDiv                     0      0.00%     77.25% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMisc                    0      0.00%     77.25% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatSqrt                    0      0.00%     77.25% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAdd                      0      0.00%     77.25% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAddAcc                   0      0.00%     77.25% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAlu                     11      2.48%     79.73% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdCmp                      0      0.00%     79.73% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdCvt                      5      1.13%     80.86% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdMisc                     5      1.13%     81.98% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdMult                     0      0.00%     81.98% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdMultAcc                  0      0.00%     81.98% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShift                    0      0.00%     81.98% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShiftAcc                 0      0.00%     81.98% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdDiv                      0      0.00%     81.98% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSqrt                     0      0.00%     81.98% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatAdd                 0      0.00%     81.98% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatAlu                 0      0.00%     81.98% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatCmp                 0      0.00%     81.98% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatCvt                 0      0.00%     81.98% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatDiv                 0      0.00%     81.98% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatMisc                0      0.00%     81.98% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatMult                0      0.00%     81.98% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatMultAcc             0      0.00%     81.98% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatSqrt                0      0.00%     81.98% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdReduceAdd                0      0.00%     81.98% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdReduceAlu                0      0.00%     81.98% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdReduceCmp                0      0.00%     81.98% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatReduceAdd            0      0.00%     81.98% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatReduceCmp            0      0.00%     81.98% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAes                      0      0.00%     81.98% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAesMix                   0      0.00%     81.98% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSha1Hash                 0      0.00%     81.98% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSha1Hash2                0      0.00%     81.98% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSha256Hash               0      0.00%     81.98% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSha256Hash2              0      0.00%     81.98% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShaSigma2                0      0.00%     81.98% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShaSigma3                0      0.00%     81.98% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdPredAlu                  0      0.00%     81.98% # attempts to use FU when none available
system.cpu.iq.fu_full::MemRead                     24      5.41%     87.39% # attempts to use FU when none available
system.cpu.iq.fu_full::MemWrite                    17      3.83%     91.22% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMemRead                 6      1.35%     92.57% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMemWrite               33      7.43%    100.00% # attempts to use FU when none available
system.cpu.iq.fu_full::IprAccess                    0      0.00%    100.00% # attempts to use FU when none available
system.cpu.iq.fu_full::InstPrefetch                 0      0.00%    100.00% # attempts to use FU when none available
system.cpu.iq.int_alu_accesses                 100644                       # Number of integer alu accesses
system.cpu.iq.int_inst_queue_reads             249243                       # Number of integer instruction queue reads
system.cpu.iq.int_inst_queue_wakeup_accesses        99238                       # Number of integer instruction queue wakeup accesses
system.cpu.iq.int_inst_queue_writes            118394                       # Number of integer instruction queue writes
system.cpu.iq.iqInstsAdded                     105873                       # Number of instructions added to the IQ (excludes non-spec)
system.cpu.iq.iqInstsIssued                    102360                       # Number of instructions issued
system.cpu.iq.iqSquashedInstsExamined           14245                       # Number of squashed instructions iterated over during squash; mainly for profiling
system.cpu.iq.iqSquashedInstsIssued                57                       # Number of squashed instructions issued
system.cpu.iq.iqSquashedOperandsExamined        17172                       # Number of squashed operands that are examined and possibly removed from graph
system.cpu.iq.issued_per_cycle::samples         46993                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::mean         2.178197                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::stdev        2.438291                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::underflows            0      0.00%      0.00% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::0               22361     47.58%     47.58% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::1                1908      4.06%     51.64% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::2                1437      3.06%     54.70% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::3                9196     19.57%     74.27% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::4                1215      2.59%     76.86% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::5                1062      2.26%     79.12% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::6                9107     19.38%     98.50% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::7                 478      1.02%     99.51% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::8                 229      0.49%    100.00% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::overflows            0      0.00%    100.00% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::min_value            0                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::max_value            8                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::total           46993                       # Number of insts issued each cycle
system.cpu.iq.rate                           1.479020                       # Inst issue rate
system.cpu.iq.vec_alu_accesses                      0                       # Number of vector alu accesses
system.cpu.iq.vec_inst_queue_reads                  0                       # Number of vector instruction queue reads
system.cpu.iq.vec_inst_queue_wakeup_accesses            0                       # Number of vector instruction queue wakeup accesses
system.cpu.iq.vec_inst_queue_writes                 0                       # Number of vector instruction queue writes
system.cpu.memDep0.conflictingLoads                22                       # Number of conflicting loads.
system.cpu.memDep0.conflictingStores               11                       # Number of conflicting stores.
system.cpu.memDep0.insertedLoads                 3402                       # Number of loads inserted to the mem dependence unit.
system.cpu.memDep0.insertedStores                2573                       # Number of stores inserted to the mem dependence unit.
system.cpu.misc_regfile_reads                   28033                       # number of misc regfile reads
system.cpu.numCycles                            69208                       # number of cpu cycles simulated
system.cpu.numWorkItemsCompleted                    0                       # number of work items this cpu completed
system.cpu.numWorkItemsStarted                      0                       # number of work items this cpu started
system.cpu.timesIdled                             312                       # Number of times that the entire CPU went into an idle state and unscheduled itself
system.cpu.workload.numSyscalls                    10                       # Number of system calls
system.l2bus.snoop_filter.hit_multi_requests            0                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data.
system.l2bus.snoop_filter.hit_multi_snoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data.
system.l2bus.snoop_filter.hit_single_requests          249                       # Number of requests hitting in the snoop filter with a single holder of the requested data.
system.l2bus.snoop_filter.hit_single_snoops          729                       # Number of snoops hitting in the snoop filter with a single holder of the requested data.
system.l2bus.snoop_filter.tot_requests            987                       # Total number of requests made to the snoop filter.
system.l2bus.snoop_filter.tot_snoops              729                       # Total number of snoops made to the snoop filter.
system.membus.snoop_filter.hit_multi_requests            0                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data.
system.membus.snoop_filter.hit_multi_snoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data.
system.membus.snoop_filter.hit_single_requests          247                       # Number of requests hitting in the snoop filter with a single holder of the requested data.
system.membus.snoop_filter.hit_single_snoops            0                       # Number of snoops hitting in the snoop filter with a single holder of the requested data.
system.membus.snoop_filter.tot_requests           985                       # Total number of requests made to the snoop filter.
system.membus.snoop_filter.tot_snoops               0                       # Total number of snoops made to the snoop filter.
system.clk_domain.clock                          1000                       # Clock period in ticks
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts
system.cpu.branchPred.lookups                   12791                       # Number of BP lookups
system.cpu.branchPred.condPredicted             11610                       # Number of conditional branches predicted
system.cpu.branchPred.condIncorrect               756                       # Number of conditional branches incorrect
system.cpu.branchPred.BTBLookups                10383                       # Number of BTB lookups
system.cpu.branchPred.BTBHits                    9675                       # Number of BTB hits
system.cpu.branchPred.BTBHitPct             93.181162                       # BTB Hit Percentage
system.cpu.branchPred.RASUsed                     305                       # Number of times the RAS was used to get a target.
system.cpu.branchPred.RASIncorrect                  0                       # Number of incorrect RAS predictions.
system.cpu.branchPred.indirectLookups             281                       # Number of indirect predictor lookups.
system.cpu.branchPred.indirectHits                  8                       # Number of indirect target hits.
system.cpu.branchPred.indirectMisses              273                       # Number of indirect misses.
system.cpu.branchPred.indirectMispredicted           85                       # Number of mispredicted indirect branches.
system.cpu.commit.commitSquashedInsts           14078                       # The number of squashed insts skipped by commit
system.cpu.commit.branchMispredicts               564                       # The number of times a branch was mispredicted
system.cpu.commit.numCommittedDist::samples        44799                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::mean     2.045001                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::stdev     2.434843                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::underflows            0      0.00%      0.00% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::0           22710     50.69%     50.69% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::1            1846      4.12%     54.81% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::2             898      2.00%     56.82% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::3            9046     20.19%     77.01% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::4             918      2.05%     79.06% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::5             544      1.21%     80.27% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::6            8018     17.90%     98.17% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::7             218      0.49%     98.66% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::8             601      1.34%    100.00% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::overflows            0      0.00%    100.00% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::min_value            0                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::max_value            8                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::total        44799                       # Number of insts commited each cycle
system.cpu.commit.instsCommitted                50138                       # Number of instructions committed
system.cpu.commit.opsCommitted                  91614                       # Number of ops (including micro ops) committed
system.cpu.commit.memRefs                        3292                       # Number of memory references committed
system.cpu.commit.loads                          1665                       # Number of loads committed
system.cpu.commit.amos                              0                       # Number of atomic instructions committed
system.cpu.commit.membars                           0                       # Number of memory barriers committed
system.cpu.commit.branches                      10137                       # Number of branches committed
system.cpu.commit.vector                            0                       # Number of committed Vector instructions.
system.cpu.commit.floating                       1267                       # Number of committed floating point instructions.
system.cpu.commit.integer                       90767                       # Number of committed integer instructions.
system.cpu.commit.functionCalls                   147                       # Number of function calls committed.
system.cpu.commit.committedInstType_0::No_OpClass          319      0.35%      0.35% # Class of committed instruction
system.cpu.commit.committedInstType_0::IntAlu        87413     95.41%     95.76% # Class of committed instruction
system.cpu.commit.committedInstType_0::IntMult            5      0.01%     95.77% # Class of committed instruction
system.cpu.commit.committedInstType_0::IntDiv           21      0.02%     95.79% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatAdd          135      0.15%     95.94% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatCmp            0      0.00%     95.94% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatCvt            0      0.00%     95.94% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatMult            0      0.00%     95.94% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatMultAcc            0      0.00%     95.94% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatDiv            0      0.00%     95.94% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatMisc            0      0.00%     95.94% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatSqrt            0      0.00%     95.94% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdAdd            0      0.00%     95.94% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdAddAcc            0      0.00%     95.94% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdAlu          100      0.11%     96.05% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdCmp           12      0.01%     96.06% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdCvt           74      0.08%     96.14% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdMisc          243      0.27%     96.41% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdMult            0      0.00%     96.41% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdMultAcc            0      0.00%     96.41% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdShift            0      0.00%     96.41% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdShiftAcc            0      0.00%     96.41% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdDiv            0      0.00%     96.41% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdSqrt            0      0.00%     96.41% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdFloatAdd            0      0.00%     96.41% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdFloatAlu            0      0.00%     96.41% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdFloatCmp            0      0.00%     96.41% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdFloatCvt            0      0.00%     96.41% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdFloatDiv            0      0.00%     96.41% # Class of committed instruction
